索引,文本内容,翻译内容
1458,"A plastic sign backing, use a pen to change the decal. It can be detached from the wall with a wrench.",
1459,Blank Sign,
1460,sign backing,
1461,"A plastic sign backing, use a pen to change the decal. It can be placed on a wall.",
1462,[desc] It can be placed on a wall.,
1463,[initial(fake_type.desc)] It can be placed on a wall.,
1464,Nanotrasen logo sign,
1465,Corporate Logo - Nanotrasen,
1466,A sign with the Nanotrasen logo on it. Glory to Nanotrasen!,
1467,Nanotrasen logo sign,
1468,The Nanotrasen corporate logo.,
1469,station tube station,
1470,The lynchpin of the transit system.,
1471,station tube pod dispenser,
1472,The lynchpin of a GOOD transit system.,
1473,transit tube,
1474,A transit tube for moving things around.,
1475,unattached transit tube,
1476,An unattached segment of transit tube.,
1477,unattached through station,
1478,unattached terminus station,
1479,unattached dispenser station,
1480,unattached terminus dispenser station,
1481,unattached transit tube pod,
1482,Could probably be <b>dragged</b> into an open Transit Tube.,
1483,temporary transit tube pod,
1484,"Hits the skrrrt (tube station), then hits the dirt (nonexistence). You know how it is.",
