﻿索引,文本内容,翻译内容
2539,"A blood sausage, battered and deep fried. Commonly served with fries as a quick and simple snack on the streets of Zagoskeld.",一条血肠，打碎后油炸，在扎戈斯克尔德的街道上，通常与炸薯条一起作为一种简单快捷的小吃
2540,loaded poms-franzisks,加好料的肉酱薯条
2541,"One of the many human foods to make its way to the lizards was french fries, which are called poms-franzisks in Draconic. When topped with barbecued meat and sauce, they make a hearty meal.",条条人类食谱中通向蜥蜴人菜系的食物之一是薯条，这种食物被称为肉酱薯条，当上面有烤肉和酱汁时，它们就是一顿丰盛的晚餐。
2542,eyeball-and-brain pate,眼脑酱
2543,"A thick pink puree made from finely chopped poached eyeballs and brains, fried onions, and fat. Lizards swear it's delicious!",一种由切碎的水煮眼球和脑、炸洋葱和脂肪制成的粉红糊状物，蜥蜴发誓它很好吃！
2544,crispy breaded headcheese,酥脆的头肉冻
2545,"A delicious snack from the streets of Zagoskeld, consisting of headcheese coated in rootbread breadcrumbs. Commonly served with fries.",一种来自蜥德里街头的美味小吃，由裹着面包屑的头肉冻组成，通常与薯条一起食用。
2546,picoss skewer,蜥式烤串
2547,A popular Tiziran streetfood consisting of vinegar-marinated armorfish on a skewer with onion and chillis.,一种受欢迎的蜥蜴人街头小吃，用醋腌制的装甲鱼放在串着洋葱和辣椒的铁钎上。
2548,nectar larvae,花蜜腌虫
2549,Little crispy larvae in a korta nectar based sweet and spicy sauce. Bugtastic!,一些看起来小但口感很脆的幼虫浸泡在以科尔塔花蜜为基础的甜辣酱中，虫子味！
2550,mushroomy stirfry,爆炒蘑菇
2551,"A medley of mushrooms, made to meet your monstrous munchies. Marvelous!",蘑菇大杂烩，专为满足你深不见底的食欲而来，精彩！
2552,grilled moonfish,烤月鱼
2553,A slab of grilled moonfish. Traditionally served over scalloped roots with a wine-based sauce.,一大块烤月鱼，传统方法是佐以浇上葡萄酒酱汁的扇贝根食用。
2554,moonfish demiglace,月鱼半冰沙司
2555,"A slab of beautifully seared moonfish on a bed of potatoes and carrots, with a wine and demiglace reduction on top. Simply marvelous.",一块精美的烤月鱼放在土豆和胡萝卜上，上面是葡萄酒和半冰牛排，真是太棒了。
2556,Zagosk surf 'n' turf smorgasbord,蜥蜴自助盛宴
2557,"A massive platter of Tizira's finest meat and seafood, typically shared by groups at the beach. Of course, nothing's stopping you eating it on your own... fatass.",一大盘蜥蜴人认为最好的肉和海鲜，通常是海滩上的人同享的，当然，没有什么能阻止你自己一个人把它吃光，肥仔。
2558,nizaya pasta
2559,A form of root and nut pasta originally native to the oceanside regions of Tizira. It's similar in texture and appearance to gnocchi.
2560,desert snail nizaya
2561,"A high class pasta dish from Tizira's vineyard region of Valyngia. Traditionally made with only the finest Tiziran wine... but the human swill will do, in a pinch."
2562,garlic-and-oil nizaya
2563,"A lizard adaptation of the Italian pasta dish, aglio e olio, made with nizaya pasta."
2564,demit nizaya
2565,"A sweet, creamy nizaya pasta dish made with korta milk and nectar."
2566,mushroom nizaya
2567,A nizaya pasta dish made with seraka mushrooms and quality oil. Has a pronounced nutty flavour.
2568,root dough,粗面团
2569,"A root based dough, made with nuts and tubers. Used in a wide range of Tiziran cooking."
2570,flat rootdough,扁的粗面团
2571,"Flattened rootdough, ready to be made into a flatbread, or cut into segments.",压扁的粗面团，可以做成面饼，或切成小段。
2572,rootdough ball,粗面球
2573,A ball of root dough. Perfect for making pasta or rolls.,一团粗面团，非常适合做意大利面或面包卷。
2574,root flatbread,粗面饼
2575,A plain grilled root flatbread. Can be topped with a variety of foods that lizards like to eat.,一个普通的烤粗面饼，上面可以放蜥蜴喜欢吃的各种食物。
2576,rootroll,粗面卷
2577,"A dense, chewy roll, made from roots. A nice companion to a bowl of soup.",粗面卷，一种由块茎和坚果制成的密实而有嚼劲的卷是一碗汤的绝佳伴侣。
2578,rootbread,粗面包
2579,"The lizard equivalent to bread, made from tubers like potatoes and yams mixed with ground nuts and seeds. Noticably denser than regular bread.",这种食物相当于蜥蜴的面包，由土豆和山药等块茎混合坚果和植物种子制成，密度明显大于普通面包。
2580,rootbread slice,粗面包片
2581,"A slice of dense, chewy rootbread.",一块有嚼劲的粗面包
2582,rustic flatbread,乡村烤饼
2583,"A simple Tiziran country dish, popular as a side to meat or fish dishes. Topped with herbs and oil.",一种简单的蜥蜴人乡村菜，常作为肉或鱼的配菜，上面撒上香料和油。
2584,Italic flatbread,意大利烤饼
2585,The introduction of human foods to Tizira led to an advancement in lizard cooking- the Italic flatbread is now a common sight on the menus of takeout stores on the planet.,人类的食物被引入蜥蜴人的食谱后，蜥蜴人们的烹饪技术更进一步——意大利烤饼现在在地球上的外卖店菜单上很常见了。
2586,Imperial flatbread,帝国烤饼
2587,"A flatbread topped with pate, pickled vegetables, and cubed headcheese. Not very suited to anyone's tastes but the lizards.",一种上面有肉酱、腌蔬菜和切成块状的干酪的大饼，除了蜥蜴人，不太适合其他任何人的口味。
2588,emperor roll,君主卷饼
2589,"A popular sandwich on Tizira, named in honour of the Imperial family.",蜥蜴人中一种受欢迎的三明治，以皇室的名字命名。
2590,honey sweetroll,蜜香甜卷
2591,"A sweetened rootroll with sliced fruit, enjoyed as a seasonal dessert on Tizira.",一种把加糖的粗面卷和切好的水果一起烹饪的菜品，作为蜥蜴人的应季甜点。
2592,Atrakor dumpling soup
2593,"A bowl of rich, meaty dumpling soup, traditionally served during the festival of Atrakor's Might on Tizira. The dumplings are shaped like the Night Sky Lord himself."
2594,meatball noodle soup,肉丸面汤
2595,A hearty noodle soup made from meatballs and nizaya in a rich broth. Commonly topped with a handful of chopped nuts.
2596,Tiziran black broth
2597,"A bowl of sausage, onion, blood and vinegar, served ice cold. Every bit as rough as it sounds."
2598,jellyfish stew,炖水母
2599,A slimy bowl of jellyfish stew. It jiggles if you shake it.,一碗黏糊糊的炖水母，如果你摇晃它，它就会不停抖动。
2600,rootbread soup,粗面包汤
2601,"A big bowl of spicy, savoury soup made with rootbread. Heavily seasoned, and very tasty.",用根面包做的一大碗辛辣可口的汤，口味很重，但非常美味。
2602,black scrambled eggs,黑色的炒鸡蛋
2603,"A country dish from rural Tizira. Made with eggs, blood, and foraged greens. Traditionally eaten with rootbread and a spicy sauce.",来自蜥蜴人乡村的一道充满乡土味的菜肴，它是用鸡蛋，血液和蔬菜做成的，传统吃法是搭配上粗面包和辣酱。
2604,patzikula
2605,A smooth and spicy tomato-based sauce topped with eggs and baked. Delicious.
2606,korta brittle slab,科尔塔脆糖
2607,A big slab of korta nut brittle. So sugary it should be a crime!,一大块科尔塔果仁脆糖。太甜了，简直就是犯罪!
2608,korta brittle slice,切成片的科尔塔脆糖
2609,A little slice of korta nut brittle. A diabetic's worst enemy.,一小片科尔塔果仁脆糖。糖尿病患者的头号大敌。
2610,korta ice,科尔塔冰激凌
2611,"Shaved ice, korta nectar and berries. A sweet treat to eat to beat summer heat!",一种消暑的甜食！原料是刨冰，科尔塔花蜜和浆果。
2612,candied mushrooms,蘑菇蜜饯
2613,"A slightly bizarre dish from Tizira, consisting of seraka mushrooms coated with caramel on a skewer. Carries a pronounced 'sweet and savoury' kick.",这是来自蜥蜴人的一种略显奇怪的菜肴，由涂有焦糖的蘑菇串成，带有明显的‘甜味和咸味’。
2614,sauerkraut
2615,"Pickled cabbage, as made famous by Germans, and which has become common in lizard cooking, where it is known as Zauerkrat."
2616,Tiziran dumplings,泰泽拉饺子
2617,"Mashed root vegetables, mixed with korta flour and boiled to produce a large, round and slightly spicy dumpling. Commonly eaten in soup.",捣碎的蔬菜根茎与科尔塔粉混合，煮成一个又大又圆，略带辣味的饺子。通常在汤里吃。
2618,steeped seraka mushrooms
2619,"Seraka mushrooms that have been steeped in alkaline water to remove the extract, thereby making them completely safe to consume."
2620,canned gunner jellyfish
2621,A can of gunner jellyfish packed in brine. Contains a mild hallucinogen which is destroyed by cooking.
2622,canned desert snails
2623,"Giant snails from the Tiziran desert, packaged in brine. Shells included. Probably best not eaten raw, unless you're a lizard."
2624,canned bee larva,蜜蜂幼虫罐头
2625,A can of bee larva packaged in honey. Probably appetizing to someone.,用蜂蜜包装的一罐蜜蜂幼虫，可能对某人来说算是开胃菜。
2626,Cuban carp,古巴鲤鱼
2627,A grifftastic sandwich that burns your tongue and then leaves it numb!,一个可怕的三明治，它会灼伤你的舌头，然后让它失去知觉!
2628,fish fillet,鱼排
2629,A fillet of some fish meat.,某种鱼肉的一片
2630,carp fillet,鲤鱼片
2631,A fillet of spess carp meat.,太空鲤鱼肉的一片
2632,imitation carp fillet,人造鲤鱼片
2633,"Almost just like the real thing, kinda.",几乎和真的一样，也许有一点吧。
2634,moonfish fillet
2635,A fillet of moonfish.
2636,filleted gunner jellyfish
2637,A gunner jellyfish with the stingers removed. Mildly hallucinogenic.
2638,cleaned armorfish
2639,"An armorfish with its guts and shell removed, ready for use in cooking."
2640,donkfillet
2641,"The dreaded donkfish fillet. No sane spaceman would eat this, and it does not get better when cooked."
2642,fish fingers,鱼条
2643,A finger of fish.,一根手指样的鱼条。
2644,fish and chips,炸鱼薯条
2645,I do say so myself chap.,我自己也这么说，伙计。
2646,fish fry,炸鱼
2647,All that and no bag of chips..., 没有炸薯条......
2648,fish taco,鱼肉塔可
2649,"A taco with fish, cheese, and cabbage.",一份含有鱼、奶酪和卷心菜的塔可。
2650,vegetarian sushi roll,素食寿司卷
2651,"A roll of simple vegetarian sushi with rice, carrots, and potatoes. Sliceable into pieces!",一卷简单的素食寿司，含米饭、胡萝卜和土豆。可切片！
2652,vegetarian sushi slice,素食寿司片
2653,"A slice of simple vegetarian sushi with rice, carrots, and potatoes.",一片简单的素食寿司，含米饭、胡萝卜和土豆。
2654,spicy filet sushi roll,辣鱼寿司卷
2655,"A roll of tasty, spicy sushi made with fish and vegetables. Sliceable into pieces!",一卷美味又辛辣的寿司，由鱼和蔬菜制成。可切片！
2656,spicy filet sushi slice,辣鱼寿司片
2657,"A slice of tasty, spicy sushi made with fish and vegetables. Don't eat it too fast!.",一片美味又辛辣的寿司，由鱼和蔬菜制成。
2658,sushi,寿司
2659,A roll of customized sushi.,一卷自定义的寿司。
2660,sushi slice,寿司片
2661,A slice of customized sushi.,一片自定义的寿司。
2662,nigiri sushi,饭团
2663,A simple nigiri of fish atop a packed rice ball with a seaweed wrapping and a side of soy sauce.,一个简单的饭团，里面用米包着鱼肉，外面裹着海藻和酱油。
2664,meat poke,肉肉波奇饭
2665,"Simple poke, rice on the bottom, vegetables and meat on top. Should be mixed before eating.",简单的波奇饭，底部是米饭，顶部是蔬菜和肉。吃之前应该先搅拌。
2666,fish poke,鱼肉波奇饭
2667,"Simple poke, rice on the bottom, vegetables and fish on top. Should be mixed before eating.",简单的波奇饭，底部是米饭，顶部是蔬菜和鱼肉。吃之前应该先搅拌。
2668,raw tempeh block,生丹贝块
2669,"Fungus fermented soybean cake, warm to the touch.",菌类发酵豆饼，摸上去暖暖的。
2670,tempeh slice,丹贝片
2671,"A slice of tempeh, a slice of wkwkwk.",一片丹贝，一片呵呵
2672,tempeh starter,丹贝黴菌
2673,A mix of soy and joy. It's warm... and moving?,大豆和欢乐的混合物。有点暖而且...在动？
2674,tofu,豆腐
2675,We all love tofu.,我们都爱豆腐。
2676,soggy tofu,湿豆腐
2677,You refuse to eat this strange bean curd.,你拒绝吃这种奇怪的豆腐。
2678,spider leg,蜘蛛腿
2679,"A still twitching leg of a giant spider... you don't really want to eat this, do you?",一个还在抽搐的巨型蜘蛛的腿……你不会真想吃这个吧？
2680,corned beef and cabbage,咸牛肉配卷心菜
2681,Now you can feel like a real tourist vacationing in Ireland.,现在你可以感觉像一个真正在爱尔兰度假的游客一样。
2682,Filet migrawr,火烧熊排
2683,Because eating bear wasn't manly enough.,因为只是吃熊的话还不够man。
2684,raw meatball,生肉丸
2685,A great meal all round. Not a cord of wood. Kinda raw,这是一整块好吃的肉丸而不是看起来的一块木头。是生的
2686,strange raw meatball,奇怪的生肉丸
2687,raw corgi meatball,生柯基肉丸
2688,raw xeno meatball,生异形肉丸
2689,raw bear meatball,生熊肉丸
2690,raw chicken meatball,生鸡肉丸
2691,meatball,肉丸
2692,A great meal all round. Not a cord of wood.,看起来像木头？不，他是肉丸。
2693,strange meatball,奇怪的肉丸
2694,corgi meatball,柯基肉丸
2695,bear meatball,熊肉丸
2696,xenomorph meatball,异型肉丸
2697,chicken meatball,鸡肉丸
2698,raw patty,生肉饼
2699,I'm.....NOT REAAADDYY.,我......还没准——备——好。
2700,strange raw patty,奇怪的生肉饼
2701,raw corgi patty,生柯基肉饼
2702,raw bear patty,生熊肉饼
2703,raw xenomorph patty,生异形肉饼
2704,raw chicken patty,生鸡肉饼
2705,patty,肉饼
2706,The nanotrasen patty is the patty for you and me!,纳米传讯肉饼专为你我准备！
2707,strange patty,奇怪的肉饼
2708,corgi patty,柯基肉饼
2709,bear patty,熊肉饼
2710,xenomorph patty,异形肉饼
2711,chicken patty,鸡肉饼
2712,raw sausage,生香肠
2713,"A piece of mixed, long meat, but then raw.",一条长长的肉糜，但是生的。
2714,sausage,香肠
2715,"A piece of mixed, long meat.",一条长长的肉。
2716,american sausage,美式香肠
2717,Snip.,剪断。
2718,salami,香肠片
2719,A slice of cured salami.,一片意大利香肠。
2720,raw khinkali,生格鲁吉亚肉饺
2721,One hundred khinkalis? Do I look like a pig?,一百个格鲁吉亚肉饺？我看起来像猪吗？
2722,khinkali,格鲁吉亚肉饺
2723,One hundred khinkalis? Do I look like a pig?,一百个格鲁吉亚肉饺？我看起来像猪吗？
2724,meat bun,肉包子
2725,Has the potential to not be Dog.,别用去打狗比较好。
2726,stewed soy meat,炖素肉
2727,Even non-vegetarians will LOVE this!,即使是非素食者也会喜欢这个！
2728,boiled spider leg,熟的蜘蛛腿
2729,A giant spider's leg that's still twitching after being cooked. Gross!,一只巨大的蜘蛛的腿在被煮熟后还在抽搐，恶心！
2730,green eggs and ham,绿蛋和火腿
2731,Would you eat them on a train? Would you eat them on a plane? Would you eat them on a state of the art corporate deathtrap floating through space?,你会在火车上吃吗？你会在飞机上吃吗？你会在漂浮在太空中最先进的企业死亡陷阱上吃它们吗？
2732,carp sashimi,太空鲤鱼刺身
2733,Celebrate surviving attack from hostile alien lifeforms by hospitalising yourself. You sure hope whoever made this is skilled.,通过让自己住院来庆祝从敌对的外星人的攻击中幸存下来，你希望做这个的人是技术高超的。
2734,chicken nugget,鸡块
2735,A 'chicken' nugget vaguely shaped like a [shape].,"一块形状隐约像 [shape] 的\""鸡块\""。"
2736,pig in a blanket,猪包毯
2737,"A tiny sausage wrapped in a flakey, buttery roll. Free this pig from its blanket prison by eating it.",包裹在薄片黄油卷中的小香肠，吃了这头猪，把它从笼罩着它的牢笼中解救出来。
2738,bbq ribs,烧烤排骨
2739,"BBQ ribs, slathered in a healthy coating of BBQ sauce. The least vegan thing to ever exist.",烧烤排骨，涂上一层健康的烤肉酱，有史以来最不纯素食的东西。
2740,meat clown,肉制小丑
2741,"A delicious, round piece of meat clown. How horrifying.",一块圆圆的美味肉小丑，多可怕啊。
2742,Lasagna,千层面
2743,A slice of lasagna. Perfect for a Monday afternoon.,一块千层面，非常适合周一下午。
2744,human-kebab,人肉串
2745,"A human meat, on a stick.",一块人肉，在棍子上。
2746,meat-kebab,肉串
2747,"Delicious meat, on a stick.",美味的肉，在棍子上。
2748,tofu-kebab,豆腐串
2749,"Vegan meat, on a stick.",素肉，在棍子上。
2750,lizard-tail kebab,蜥尾串
2751,Severed lizard tail on a stick.,蜥蜴尾巴，在棍子上。
2752,rat-kebab,鼠肉串
2753,"Not so delicious rat meat, on a stick.",不太好吃的老鼠肉，在棍子上。
2754,double rat-kebab,双层鼠肉串
2755,fiesta skewer,嘉年华烤肉串
2756,fried chicken,炸鸡
2757,"A juicy hunk of chicken meat, fried to perfection.",一大块多汁的鸡肉，炸得很完美。
2758,beef stroganoff,俄式牛柳丝
2759,"A russian dish that consists of beef and sauce. Really popular in japan, or at least that's what my animes would allude to.",一种由牛肉和酱汁组成的俄罗斯菜，在日本真的很受欢迎，至少我这是在动画中知道的。
2760,beef wellington,惠灵顿牛排
2761,"A luxurious log of beef, covered in a fine mushroom duxelle and pancetta ham, then bound in puff pastry.",一块奢华的牛排，上面覆盖着精致的蘑菇和火腿，然后裹在蓬松的糕点里。
2762,beef wellington slice,切成片的惠灵顿牛排
2763,"A slice of beef wellington, topped with a rich gravy. Simply delicious.",一片惠灵顿牛排，上面加了浓郁的肉汁，简直就是美味。
2764,full english breakfast,丰盛的英式早餐
2765,"A hearty plate with all the trimmings, representing the pinnacle of the breakfast art.",配上所有的配料的丰盛餐点，当代早餐艺术的巅峰。
2766,
2767,meat,肉
2768,A slab of meat.,一块肉。
2769,meat,肉
2770,Because jello wasn't offensive enough to vegans.,因为果冻对素食主义者来说还不够冒犯。
2771,"Edible rocks, welcome to the future.",可食用岩石，欢迎来到未来。
2772,"From the slime pen to the rune to the kitchen, science.",从粘液笔到符文再到厨房，科学。
2773,Delicious dino damage.,美味的恐龙伤害。
2774,All the joys of healthy eating with all the fun of cannibalism.,健康饮食的所有乐趣和吃人的乐趣。
2775,"Ow, the edge.",噢，这个边缘。
2776,Nothing says tasty like maggot filled radioactive mutant flesh.,没有什么能比充满放射性突变虫肉更美味的了。
2777,"Unpleasantly powdery and dry. Kind of pretty, though.",令人不快的粉末感和干燥，不过，还是挺漂亮的。
2778,bone,骨头
2779,"There's a point where this needs to stop, and clearly we have passed it.",有一个需要停止的时刻，但显然我们已经错过了。
2780,meat (rotten),肉 (腐烂)
2781,Halfway to becoming fertilizer for your garden.,就快成为你花园的肥料了。
2782,So shiny you feel like ingesting it might make you shine too,如此闪亮，你想吞下它可能会让你也发光。
2783,synthmeat,合成肉
2784,A synthetic slab of meat.,一块人造肉片。
2785,meat product,肉制品
2786,A slab of station reclaimed and chemically processed meat product.,空间站回收的经过化学处理的肉制品。
2787,monkey meat,猴子肉
2788,bug meat,虫肉
2789,mouse meat,鼠肉
2790,A slab of mouse meat. Best not eat it raw.,一块老鼠肉，最好不要生吃。
2791,corgi meat,柯基狗肉
2792,Tastes like... well you know...,尝起来像……你知道的……。
2793,mothroach meat,蟑螂肉
2794,A light slab of meat.,一块薄薄的肉片。
2795,pug meat,哈巴狗肉
2796,Tastes like... well you know...,尝起来像……你知道的……
2797,killer tomato meat,杀手番茄肉
2798,A slice from a huge tomato.,从一个巨大的西红柿上切下的一片。
2799,bear meat,熊肉
2800,A very manly slab of meat.,一块非常有男子气概的肉片。
2801,xeno meat,异形肉
2802,A slab of meat.,一块肉。
2803,spider meat,蜘蛛肉
2804,A slab of spider meat. That is so Kafkaesque.,一块蜘蛛肉，这太恐怖怪诞了。
2805,goliath meat,歌利亚肉
2806,"A slab of goliath meat. It's not very edible now, but it cooks great in lava.",一块歌利亚肉，它现在不是可食用的，但能岩浆中烹饪的很好。
2807,meatwheat clump
2808,"This doesn't look like meat, but your standards aren't <i>that</i> high to begin with."
2809,gorilla meat,大猩猩肉
2810,Much meatier than monkey meat.,比猴肉好吃得多。
2811,raw piece of bacon,生培根片
2812,A raw piece of bacon.,一块生的培根。
2813,piece of bacon,一块培根
2814,A delicious piece of bacon.,一块美味的培根。
2815,gondola meat,贡多拉肉
2816,"According to legends of old, consuming raw gondola flesh grants one inner peace.",根据古老的传说，吃生贡多拉肉可以让人内心平静。
2817,penguin meat,企鹅肉
2818,A slab of penguin meat.,一块企鹅肉。
2819,raw crab meat,生蟹肉
2820,A pile of raw crab meat.,一堆生蟹肉。
2821,crab meat,蟹肉
2822,Some deliciously cooked crab meat.,一些美味的蟹肉。
2823,chicken meat,鸡肉
2824,A slab of raw chicken. Remember to wash your hands!,一块生鸡肉。记得洗手！
2825,raw pork,生猪肉
2826,steak,肉排
2827,A piece of hot spicy meat.,一块热辣的肉。
2828,[source_item.name] steak,[source_item.name] 排
2829,[origin_meat.subjectname] meatsteak,[origin_meat.subjectname] 肉排
2830,[origin_meat.subjectjob] meatsteak,[origin_meat.subjectname] 肉排
2831,killer tomato steak,杀手番茄肉排
2832,bear steak,熊肉排
2833,xeno steak,异形肉排
2834,spider steak,蜘蛛肉排
2835,goliath steak,歌利亚肉排
2836,"A delicious, lava cooked steak.",美味的熔浆烤肉排。
2837,gondola steak,贡多拉肉排
2838,penguin steak,企鹅肉排
2839,chicken steak,鸡肉排
2840,lizard steak,蜥蜴肉排
2841,thermally processed meat product,恒温类加工肉制品
2842,synthsteak,人造肉排
2843,"A synthetic meat steak. It doesn't look quite right, now does it?",合成的肉排。看起来不太对劲，是吗？
2844,pork chops,猪肉排
2845,raw cutlet,生肉片
2846,A raw meat cutlet.,一块生肉片。
2847,raw [original_atom.name] cutlet,生[original_atom.name]片
2848,raw [origin_meat.subjectname] cutlet,生[original_atom.name]片
2849,raw [origin_meat.subjectjob] cutlet,生[original_atom.name]片
2850,raw killer tomato cutlet,生杀手番茄肉片
2851,raw bear cutlet,生熊肉片
2852,raw xeno cutlet,生异形肉片
2853,raw spider cutlet,生蜘蛛肉片
2854,raw gondola cutlet,生贡多拉肉片
2855,raw penguin cutlet,生企鹅肉片
2856,raw chicken cutlet,生鸡肉片
2857,cutlet,肉片
2858,A cooked meat cutlet.,一块熟肉片。
2859,[original_cutlet.meat_type] cutlet
2860,[origin_meat.subjectname] [initial(name)]
2861,[origin_meat.subjectjob] [initial(name)]
2862,killer tomato cutlet,杀手番茄肉片
2863,bear cutlet,熊肉片
2864,xeno cutlet,异形肉片
2865,spider cutlet,蜘蛛肉片
2866,gondola cutlet,贡多拉肉片
2867,penguin cutlet,企鹅肉片
2868,chicken cutlet,鸡肉片
2869,tortilla,墨西哥玉米粉薄饼
2870,The base for all your burritos.,你所有的墨西哥卷饼都是它做的。
2871,burrito,墨西哥卷饼
2872,Tortilla wrapped goodness.,墨西哥卷饼包裹着美好。
2873,cheesy burrito,芝士墨西哥卷饼
2874,It's a burrito filled with cheese.,这是一种加了奶酪的墨西哥卷饼。
2875,carne asada burrito,牛肉墨西哥卷饼
2876,The best burrito for meat lovers.,对爱吃肉的人来说是最好的墨西哥卷饼。
2877,fuego plasma burrito,等离子火焰卷饼
2878,A super spicy burrito.,一份超级辣的墨西哥卷饼。
2879,nachos,烤玉米薄片
2880,Chips from Space Mexico.,来自太空墨西哥的薯片。
2881,cheesy nachos,干酪玉米片
2882,The delicious combination of nachos and melting cheese.,玉米片和融化的奶酪的美味组合。
2883,Cuban nachos,古巴玉米片
2884,That's some dangerously spicy nachos.,这是一些非常辣的玉米片。
2885,classic taco,经典玉米饼
2886,"A traditional taco with meat, cheese, and lettuce.",一种传统的玉米饼，有肉、奶酪和生菜。
2887,plain taco,普通玉米饼
2888,"A traditional taco with meat and cheese, minus the rabbit food.",一种传统的墨西哥玉米饼，加肉和奶酪，不含兔肉。
2889,enchiladas,辣椒肉馅玉米卷饼
2890,Viva La Mexico!,墨西哥万岁！
2891,stuffed legion,增殖军团
2892,"The former skull of a damned human, filled with goliath meat. It has a decorative lava pool made of ketchup and hotsauce.",一个装满歌利亚肉的军团头骨，有一个由番茄和辣椒素制成的装饰性熔岩池。
2893,chips and salsa,玉米片和沙拉
2894,Some tortilla chips with a cup of zesty salsa. Highly addictive!,一些玉米片配一杯热辣沙拉，很上瘾！
2895,watermelon slice,西瓜片
2896,A slice of watery goodness.,一片水分很多的美味。
2897,candy corn,玉米糖
2898,It's a handful of candy corn. Can be stored in a detective's hat.,这是一把玉米糖。可以放在侦探的帽子里。
2899,desiccated candy corn,干燥的糖果裹在侦探的帽子里。
2900,If this candy corn were any harder Security would confiscate it for being a potential shiv.,如果这颗玉米糖更硬的话，安全部门会因为它是一个潜在的走私品而没收它。
2901,chocolate bar,巧克力棒
2902,"Such, sweet, fattening food.",如此，甜美，让你发胖的食物。
2903,huge mushroom slice,大蘑菇片
2904,A slice from a huge mushroom.,一块巨大蘑菇片。
2905,popcorn,爆米花
2906,Now let's find some cinema.,现在让我们找些电影看。
2907,loaded baked potato,撒好料的烤土豆
2908,Totally baked.,完全烤熟了。
2909,space fries,太空薯条
2910,"AKA: French Fries, Freedom Fries, etc.",又名：炸薯条、自由薯条等。
2911,tator tot,炸薯块
2912,A large fried potato nugget that may or may not try to valid you.,一大块炸土豆块，可能会也可能不会让你觉得它是可食用的。
2913,soy dope,豆汁
2914,Dope from a soy.,大豆原液
2915,cheesy fries,芝士薯条
2916,Fries. Covered in cheese. Duh.,炸薯条。盖着一层奶酪。咄。
2917,poutine,肉汁乳酪薯条
2918,Fries covered in cheese curds and gravy.,覆盖着干酪凝乳和肉汁的炸薯条。
2919,burned mess,烧焦的垃圾
2920,Someone should be demoted from cook for this.,为此，有人应该被降职。
2921,moldy mess,发霉的垃圾
2922,"A rancid, disgusting culture of mold and ants. Somewhere under there, at <i>some point,</i> there was food."
2923,bacteria rich moldy mess,富含细菌的发霉垃圾
2924,"Not only is this rancid lump of disgusting bile crawling with insect life, but it is also teeming with various microscopic cultures. <i>It moves when you're not looking.</i>"
2925,carrot fries,胡萝卜薯条
2926,Tasty fries from fresh Carrots.,用新鲜胡萝卜做的美味薯条。
2927,candied apple,苹果蜜饯
2928,An apple coated in sugary sweetness.,被甜蜜包裹的苹果。
2929,mint,薄荷糖
2930,It is only wafer thin.,薄 如蝉翼。
2931,spider eggs,蜘蛛蛋
2932,A cluster of juicy spider eggs. A great side dish for when you care not for your health.,一簇多汁的蜘蛛卵。当你不关心自己的健康时，这是一道很棒的配菜。
2933,spider eggs,蜘蛛蛋
2934,A cluster of juicy spider eggs. Pops in your mouth without making you sick.,一簇多汁的蜘蛛卵。在你嘴里啵啵爆开而不使你恶心。
2935,spiderling,幼蛛
2936,It's slightly twitching in your hand. Ew...,它在你手里轻微的颤动。呃......
2937,spider lollipop,蜘蛛棒棒糖
2938,"Still gross, but at least it has a mountain of sugar on it.",仍然很恶心，但至少上面有一堆糖。
2939,chocolate coin,巧克力硬币
2940,A completely edible but nonflippable festive coin.,一种完全可以食用但不能抛出的节日硬币。
2941,fudge dice,软糖骰子
2942,A little cube of chocolate that tends to have a less intense taste if you eat too many at once.,一小块巧克力，如果你一次吃得太多，味道就不会那么强烈。
2943,chocolate orange,巧克力橙子
2944,A festive chocolate orange.,喜庆的巧克力橙子。
2945,eggplant parmigiana,撒有帕玛森奶酪的茄子
2946,The only good recipe for eggplant.,茄子唯一的好食谱。
2947,yaki imo,烤红薯
2948,Made with roasted sweet potatoes!,用烤红薯做的！
2949,roast parsnip,烤防风草
2950,Sweet and crunchy.,又甜又脆。
2951,melon fruit bowl,一碗瓜果
2952,For people who wants edible fruit bowls.,适合想要吃水果的人。
2953,melon keg,小桶甜瓜
2954,Who knew vodka was a fruit?,谁知道伏特加曾是一种水果？
2955,honey nut bar,蜂蜜坚果棒
2956,"Oats and nuts compressed together into a bar, held together with a honey glaze.",燕麦和坚果压的紧实，然后用蜂蜜粘在一起。
2957,Powercrepe,能量薄饼
2958,"With great power, comes great crepes.  It looks like a pancake filled with jelly but packs quite a punch.",能力越大，薄饼越大，它看起来像一个馅有果冻的煎饼，但里面有很多果酱。
2959,lollipop,棒棒糖
2960,A delicious lollipop. Makes for a great Valentine's present.,美味的棒棒糖。是一份很棒的情人节礼物。
2961,bubblegum,泡泡糖
2962,"A rubbery strip of gum. Not exactly filling, but it keeps you busy.",一条有弹性的胶质物。不能填饱肚子，但它会让你的嘴忙个不停。
2963,nicotine gum,尼古丁口香糖
2964,HP+ gum,乐加口香糖
2965,A rubbery strip of gum. It smells funny.,一条有弹性的胶质物。它闻起来很有趣。
2966,bubblegum gum,泡泡糖牌口香糖
2967,A rubbery strip of gum. You don't feel like eating it is a good idea.,一条橡胶状的口香糖。你觉得吃它不是个好主意。
2968,gumball,球形口香糖
2969,"A colorful, sugary gumball.",一种色彩鲜艳、甜甜的口香糖。
